code_iso;ACodetxt;AName;AREA_HA;X_CNTR;Y_CNTR;E_CNTR;N_CNTR;GMDNR;GMDNAME;ACAT
CH;T_2939;Schaffhausen (CH);827;687900;294100;2687900;1294100;2931;Bargen (SH);4
CH;T_2939;Schaffhausen (CH);1868;685300;283700;2685300;1283700;2932;Beringen;4
CH;261;Zürich;586;684500;269700;2684500;1269700;2933;Buchberg;4
CH;T_2939;Schaffhausen (CH);1756;687700;290700;2687700;1290700;2936;Merishausen;4
CH;T_2939;Schaffhausen (CH);800;688500;281900;2688500;1281900;2937;Neuhausen am Rheinfall;2
CH;261;Zürich;551;684600;270700;2684600;1270700;2938;Rüdlingen;4
CH;T_2939;Schaffhausen (CH);4185;689600;283800;2689600;1283800;2939;Schaffhausen;1
CH;230;Winterthur;2439;707700;260900;2707700;1260900;294;Elgg;4
CH;261;Zürich;3083;687800;234900;2687800;1234900;295;Horgen;2
CH;T_2939;Schaffhausen (CH);942;681200;285400;2681200;1285400;2953;Siblingen;4
CH;261;Zürich;3291;694200;253700;2694200;1253700;296;Illnau-Effretikon;3
CH;230;Winterthur;1917;701700;264300;2701700;1264300;298;Wiesendangen;4
CH;261;Zürich;743;677800;241000;2677800;1241000;3;Bonstetten;4
CH;3203;St. Gallen;2520;738700;250300;2738700;1250300;3001;Herisau;3
CH;3203;St. Gallen;2408;742000;247700;2742000;1247700;3002;Hundwil;4
CH;3203;St. Gallen;519;735200;243200;2735200;1243200;3003;Schönengrund;4
CH;3203;St. Gallen;1742;736800;246100;2736800;1246100;3004;Schwellbrunn;4
CH;3203;St. Gallen;936;743900;248700;2743900;1248700;3005;Stein (AR);4
CH;3203;St. Gallen;675;739500;246700;2739500;1246700;3007;Waldstatt;4
CH;3203;St. Gallen;818;751200;253100;2751200;1253100;3023;Speicher;4
CH;3203;St. Gallen;1525;747100;250700;2747100;1250700;3024;Teufen (AR);4
CH;3203;St. Gallen;1003;752900;252800;2752900;1252800;3025;Trogen;4
CH;3203;St. Gallen;672;754200;254800;2754200;1254800;3034;Rehetobel;4
CH;90306;Lyss;1483;590000;213700;2590000;1213700;306;Lyss;6
CH;351;Bern;1023;594300;206500;2594300;1206500;307;Meikirch;4
CH;351;Bern;1471;587400;207800;2587400;1207800;309;Radelfingen;4
CH;351;Bern;2258;597900;212500;2597900;1212500;310;Rapperswil (BE);4
CH;351;Bern;1984;595400;209700;2595400;1209700;311;Schüpfen;4
CH;3203;St. Gallen;907;743400;262100;2743400;1262100;3201;Häggenschwil;4
CH;3203;St. Gallen;1033;742000;265100;2742000;1265100;3202;Muolen;4
CH;3203;St. Gallen;3938;746200;254600;2746200;1254600;3203;St. Gallen;1
CH;3203;St. Gallen;1220;746300;258700;2746300;1258700;3204;Wittenbach;2
CH;3203;St. Gallen;376;748300;261300;2748300;1261300;3211;Berg (SG);4
CH;3203;St. Gallen;890;753400;256600;2753400;1256600;3212;Eggersriet;4
CH;4401;Arbon – Rorschach;471;752800;260000;2752800;1260000;3213;Goldach;2
CH;3203;St. Gallen;984;749600;259500;2749600;1259500;3214;Mörschwil;4
CH;4401;Arbon – Rorschach;178;754800;260700;2754800;1260700;3215;Rorschach;1
CH;4401;Arbon – Rorschach;709;756100;259500;2756100;1259500;3216;Rorschacherberg;2
CH;4401;Arbon – Rorschach;449;750800;263300;2750800;1263300;3217;Steinach;2
CH;4401;Arbon – Rorschach;199;751700;261400;2751700;1261400;3218;Tübach;2
CH;3203;St. Gallen;713;751800;257900;2751800;1257900;3219;Untereggen;4
CH;T_3251;Rheintal (CH);465;765800;256100;2765800;1256100;3231;Au (SG);2
CH;T_3251;Rheintal (CH);652;763800;253000;2763800;1253000;3232;Balgach;2
CH;T_3251;Rheintal (CH);562;764000;255000;2764000;1255000;3233;Berneck;2
CH;T_3251;Rheintal (CH);1125;767400;250600;2767400;1250600;3234;Diepoldsau;2
CH;T_3251;Rheintal (CH);687;765500;258100;2765500;1258100;3236;St. Margrethen;2
CH;4401;Arbon – Rorschach;966;760700;259300;2760700;1259300;3237;Thal;2
CH;T_3251;Rheintal (CH);422;765700;252900;2765700;1252900;3238;Widnau;2
CH;T_3251;Rheintal (CH);3946;758700;249600;2758700;1249600;3251;Altstätten;1
CH;T_3251;Rheintal (CH);544;757500;245900;2757500;1245900;3252;Eichberg;4
CH;T_3251;Rheintal (CH);438;760800;251200;2760800;1251200;3253;Marbach (SG);2
CH;T_3251;Rheintal (CH);439;761900;252100;2761900;1252100;3255;Rebstein;2
CH;T_3271;Buchs (SG) (CH);1595;754100;225800;2754100;1225800;3271;Buchs (SG);1
CH;T_3271;Buchs (SG) (CH);2227;751800;230100;2751800;1230100;3272;Gams;4
CH;T_3271;Buchs (SG) (CH);5465;751900;227700;2751900;1227700;3273;Grabs;2
CH;T_3271;Buchs (SG) (CH);3033;755200;221000;2755200;1221000;3275;Sevelen;4
CH;90329;Langenthal;1723;626400;229100;2626400;1229100;329;Langenthal;6
CH;93293;Mels – Sargans;13911;750500;212500;2750500;1212500;3293;Mels;6
CH;93293;Mels – Sargans;946;752100;212700;2752100;1212700;3296;Sargans;6
CH;93293;Mels – Sargans;3272;753000;210100;2753000;1210100;3297;Vilters-Wangs;6
CH;90329;Langenthal;622;626700;226700;2626700;1226700;331;Lotzwil;6
CH;93339;Uznach;414;714000;231600;2714000;1231600;3338;Schmerikon;6
CH;93339;Uznach;754;717100;231500;2717100;1231500;3339;Uznach;6
CH;3336;Rapperswil-Jona – Rüti;2225;705900;232200;2705900;1232200;3340;Rapperswil-Jona;1
CH;93379;Wattwil;282;724600;242800;2724600;1242800;3374;Lichtensteig;6
CH;93379;Wattwil;5117;724800;240500;2724800;1240500;3379;Wattwil;6
CH;T_2939;Schaffhausen (CH);628;689800;280600;2689800;1280600;34;Laufen-Uhwiesen;4
CH;93402;Flawil;1147;731900;252800;2731900;1252800;3402;Flawil;6
CH;3425;Wil (SG);1099;724400;253900;2724400;1253900;3405;Jonschwil;4
CH;3425;Wil (SG);1408;727100;254700;2727100;1254700;3407;Oberuzwil;2
CH;3425;Wil (SG);1449;728500;256300;2728500;1256300;3408;Uzwil;1
CH;3425;Wil (SG);1773;729900;257000;2729900;1257000;3424;Oberbüren;2
CH;3425;Wil (SG);2082;721000;258000;2721000;1258000;3427;Wil (SG);1
CH;3203;St. Gallen;631;738500;255500;2738500;1255500;3441;Andwil (SG);4
CH;3203;St. Gallen;1263;743200;254400;2743200;1254400;3442;Gaiserwald;2
CH;3203;St. Gallen;2751;736500;253200;2736500;1253200;3443;Gossau (SG);2
CH;3203;St. Gallen;3134;739200;259200;2739200;1259200;3444;Waldkirch;4
CH;351;Bern;5162;600100;199700;2600100;1199700;351;Bern;1
CH;351;Bern;1657;604300;202600;2604300;1202600;352;Bolligen;2
CH;351;Bern;190;600000;203100;2600000;1203100;353;Bremgarten bei Bern;2
CH;351;Bern;1196;598200;205500;2598200;1205500;354;Kirchlindach;4
CH;351;Bern;5101;598300;197200;2598300;1197200;355;Köniz;2
CH;351;Bern;763;603700;197700;2603700;1197700;356;Muri bei Bern;2
CH;351;Bern;1239;597400;191400;2597400;1191400;357;Oberbalm;4
CH;351;Bern;350;606500;200900;2606500;1200900;358;Stettlen;2
CH;351;Bern;2482;609300;199400;2609300;1199400;359;Vechigen;2
CH;351;Bern;3632;593900;202500;2593900;1202500;360;Wohlen bei Bern;4
CH;351;Bern;539;601200;205300;2601200;1205300;361;Zollikofen;2
CH;351;Bern;420;603100;202700;2603100;1202700;362;Ittigen;2
CH;351;Bern;596;603600;200600;2603600;1200600;363;Ostermundigen;2
CH;371;Biel/Bienne;2119;585500;221200;2585500;1221200;371;Biel/Bienne;1
CH;371;Biel/Bienne;370;585000;222000;2585000;1222000;372;Evilard;2
CH;3901;Chur;1440;749600;186400;2749600;1186400;3721;Bonaduz;4
CH;3901;Chur;2422;753500;189100;2753500;1189100;3722;Domat/Ems;4
CH;3901;Chur;1337;749500;184900;2749500;1184900;3723;Rhäzüns;4
CH;3901;Chur;1340;755500;190400;2755500;1190400;3731;Felsberg;4
CH;3901;Chur;4074;750200;188500;2750200;1188500;3733;Tamins;4
CH;93787;St. Moritz;2869;784200;152400;2784200;1152400;3787;St. Moritz;6
CH;5002;Bellinzona;1115;728600;125900;2728600;1125900;3804;Buseno;4
CH;5002;Bellinzona;931;731500;125000;2731500;1125000;3810;Santa Maria in Calanca;4
CH;5002;Bellinzona;2206;728800;122100;2728800;1122100;3835;San Vittore;4
CH;93851;Davos;28400;782200;185700;2782200;1185700;3851;Davos;6
CH;2546;Grenchen;741;594500;225700;2594500;1225700;387;Lengnau (BE);2
CH;371;Biel/Bienne;439;593200;223200;2593200;1223200;390;Meinisberg;4
CH;3901;Chur;2809;759300;191000;2759300;1191000;3901;Chur;1
CH;371;Biel/Bienne;835;592300;224900;2592300;1224900;392;Pieterlen;4
CH;3901;Chur;759;761800;189500;2761800;1189500;3926;Maladers;4
CH;3901;Chur;2774;765500;187400;2765500;1187400;3932;Tschiertschen-Praden;4
CH;3901;Chur;1856;759100;194100;2759100;1194100;3941;Haldenstein;2
CH;3901;Chur;4287;762000;196300;2762000;1196300;3945;Trimmis;4
CH;3901;Chur;2772;759600;199600;2759600;1199600;3946;Untervaz;4
CH;93955;Landquart;1101;761800;200400;2761800;1200400;3947;Zizers;6
CH;93955;Landquart;1886;761300;203600;2761300;1203600;3955;Landquart;6
CH;261;Zürich;1360;682900;233100;2682900;1233100;4;Hausen am Albis;4
CH;4001;Aarau;1234;645800;249000;2645800;1249000;4001;Aarau;1
CH;4001;Aarau;410;648500;251600;2648500;1251600;4002;Biberstein;4
CH;4001;Aarau;532;647600;248700;2647600;1248700;4003;Buchs (AG);2
CH;4001;Aarau;986;643200;250100;2643200;1250100;4005;Erlinsbach (AG);2
CH;4001;Aarau;1723;650000;245400;2650000;1245400;4006;Gränichen;2
CH;4001;Aarau;1190;646000;251800;2646000;1251800;4008;Küttigen;2
CH;4001;Aarau;703;646500;243400;2646500;1243400;4009;Muhen;4
CH;90412;Kirchberg (BE);204;609000;216000;2609000;1216000;401;Aefligen;6
CH;4001;Aarau;716;645900;245200;2645900;1245200;4010;Oberentfelden;3
CH;4001;Aarau;1062;648400;246900;2648400;1246900;4012;Suhr;2
CH;4001;Aarau;288;645700;246400;2645700;1246400;4013;Unterentfelden;3
CH;4021;Baden – Brugg;1317;665400;258400;2665400;1258400;4021;Baden;1
CH;261;Zürich;494;668400;249100;2668400;1249100;4022;Bellikon;4
CH;261;Zürich;594;671600;249000;2671600;1249000;4023;Bergdietikon;2
CH;4021;Baden – Brugg;211;666100;259100;2666100;1259100;4026;Ennetbaden;2
CH;4021;Baden – Brugg;505;664400;254300;2664400;1254300;4027;Fislisbach;3
CH;4021;Baden – Brugg;565;660600;259100;2660600;1259100;4029;Gebenstorf;2
CH;351;Bern;273;606700;207600;2606700;1207600;403;Bäriswil;2
CH;261;Zürich;243;669000;253900;2669000;1253900;4030;Killwangen;3
CH;261;Zürich;489;667300;249100;2667300;1249100;4031;Künten;4
CH;4021;Baden – Brugg;538;667200;255400;2667200;1255400;4034;Neuenhof;2
CH;4021;Baden – Brugg;430;666300;252400;2666300;1252400;4037;Oberrohrdorf;4
CH;4021;Baden – Brugg;836;664600;260000;2664600;1260000;4038;Obersiggenthal;2
CH;90404;Burgdorf;1556;614000;211700;2614000;1211700;404;Burgdorf;6
CH;261;Zürich;860;669900;252300;2669900;1252300;4040;Spreitenbach;3
CH;4021;Baden – Brugg;155;661200;260500;2661200;1260500;4042;Turgi;2
CH;4021;Baden – Brugg;828;661500;261600;2661500;1261600;4044;Untersiggenthal;2
CH;4021;Baden – Brugg;1060;666300;257800;2666300;1257800;4045;Wettingen;2
CH;261;Zürich;903;669800;255100;2669800;1255100;4048;Würenlos;3
CH;90412;Kirchberg (BE);1546;612000;216000;2612000;1216000;405;Ersigen;6
CH;261;Zürich;337;674200;241300;2674200;1241300;4061;Arni (AG);4
CH;261;Zürich;538;670800;244800;2670800;1244800;4062;Berikon;3
CH;261;Zürich;1136;668400;244800;2668400;1244800;4063;Bremgarten (AG);3
CH;261;Zürich;246;668100;247000;2668100;1247000;4066;Eggenwil;4
CH;261;Zürich;307;665900;246900;2665900;1246900;4067;Fischbach-Göslikon;4
CH;261;Zürich;570;672200;238800;2672200;1238800;4071;Jonen;4
CH;261;Zürich;325;672100;240500;2672100;1240500;4073;Oberlunkhofen;4
CH;261;Zürich;535;671600;243200;2671600;1243200;4074;Oberwil-Lieli;4
CH;261;Zürich;490;671100;246800;2671100;1246800;4075;Rudolfstetten-Friedlisberg;3
CH;261;Zürich;449;671300;241600;2671300;1241600;4079;Unterlunkhofen;4
CH;4082;Wohlen (AG);1194;660900;244400;2660900;1244400;4080;Villmergen;2
CH;261;Zürich;262;669800;246800;2669800;1246800;4081;Widen;3
CH;4082;Wohlen (AG);1248;663400;244700;2663400;1244700;4082;Wohlen (AG);1
CH;261;Zürich;481;669600;244200;2669600;1244200;4083;Zufikon;3
CH;261;Zürich;166;675700;241800;2675700;1241800;4084;Islisberg;4
CH;351;Bern;675;607800;210100;2607800;1210100;409;Hindelbank;4
CH;4021;Baden – Brugg;636;657900;259400;2657900;1259400;4095;Brugg;1
CH;4021;Baden – Brugg;320;658300;257100;2658300;1257100;4100;Hausen (AG);2
CH;4021;Baden – Brugg;787;656500;263100;2656500;1263100;4110;Remigen;4
CH;4021;Baden – Brugg;476;656500;260600;2656500;1260600;4111;Riniken;4
CH;90412;Kirchberg (BE);905;611000;214800;2611000;1214800;412;Kirchberg (BE);6
CH;4021;Baden – Brugg;491;658400;259000;2658400;1259000;4123;Windisch;2
CH;94141;Reinach (AG);382;657800;235300;2657800;1235300;4131;Beinwil am See;6
CH;94141;Reinach (AG);94;656200;231800;2656200;1231800;4133;Burg (AG);6
CH;94141;Reinach (AG);638;656700;232700;2656700;1232700;4139;Menziken;6
CH;351;Bern;1943;609700;206500;2609700;1206500;414;Krauchthal;4
CH;94141;Reinach (AG);947;656300;233900;2656300;1233900;4141;Reinach (AG);6
CH;T_4260;Stein (AG) (CH);246;639400;265400;2639400;1265400;4172;Münchwilen (AG);2
CH;90404;Burgdorf;1414;614300;209600;2614300;1209600;418;Oberburg;6
CH;4201;Lenzburg;233;655100;253100;2655100;1253100;4199;Holderbank (AG);2
CH;90412;Kirchberg (BE);272;610000;215100;2610000;1215100;420;Rüdtligen-Alchenflüh;6
CH;4201;Lenzburg;1131;655500;249000;2655500;1249000;4201;Lenzburg;1
CH;4201;Lenzburg;661;656100;251900;2656100;1251900;4203;Möriken-Wildegg;2
CH;4201;Lenzburg;331;655700;250300;2655700;1250300;4204;Niederlenz;2
CH;4201;Lenzburg;358;654900;248200;2654900;1248200;4210;Staufen;2
CH;261;Zürich;238;668500;240600;2668500;1240600;4226;Besenbüren;4
CH;1711;Zug;538;672500;224300;2672500;1224300;4237;Oberrüti;4
CH;261;Zürich;449;669900;240800;2669900;1240800;4238;Rottenschwil;4
CH;T_2701;Basel (CH);704;636600;262200;2636600;1262200;4251;Hellikon;4
CH;T_2701;Basel (CH);490;621500;265600;2621500;1265600;4252;Kaiseraugst;3
CH;T_2701;Basel (CH);1102;628200;264100;2628200;1264100;4253;Magden;4
CH;T_2701;Basel (CH);1880;630600;267500;2630600;1267500;4254;Möhlin;4
CH;T_2701;Basel (CH);314;636300;266200;2636300;1266200;4255;Mumpf;4
CH;T_2701;Basel (CH);502;637600;264400;2637600;1264400;4256;Obermumpf;4
CH;T_2701;Basel (CH);461;626000;263500;2626000;1263500;4257;Olsberg;4
CH;T_2701;Basel (CH);1602;626900;267000;2626900;1267000;4258;Rheinfelden;3
CH;T_4260;Stein (AG) (CH);283;638400;266000;2638400;1266000;4260;Stein (AG);1
CH;T_4260;Stein (AG) (CH);455;635000;267700;2635000;1267700;4261;Wallbach;2
CH;T_2701;Basel (CH);712;637300;260900;2637300;1260900;4262;Wegenstetten;4
CH;T_2701;Basel (CH);1137;632500;265700;2632500;1265700;4263;Zeiningen;4
CH;T_2701;Basel (CH);839;634800;263800;2634800;1263800;4264;Zuzgen;4
CH;2581;Olten – Zofingen;441;634900;241100;2634900;1241100;4271;Aarburg;2
CH;2581;Olten – Zofingen;1367;638500;234300;2638500;1234300;4274;Brittnau;2
CH;2581;Olten – Zofingen;1285;636500;240700;2636500;1240700;4280;Oftringen;2
CH;2581;Olten – Zofingen;603;637100;236500;2637100;1236500;4285;Strengelbach;2
CH;2581;Olten – Zofingen;1014;634800;236000;2634800;1236000;4287;Vordemwald;4
CH;2581;Olten – Zofingen;1108;638300;237700;2638300;1237700;4289;Zofingen;2
CH;94304;Döttingen-Böttstein;743;660900;269100;2660900;1269100;4303;Böttstein;6
CH;94304;Döttingen-Böttstein;693;661700;269100;2661700;1269100;4304;Döttingen;6
CH;261;Zürich;577;672900;268400;2672900;1268400;4306;Fisibach;4
CH;261;Zürich;32;673700;269100;2673700;1269100;4308;Kaiserstuhl;4
CH;94304;Döttingen-Böttstein;671;661400;270100;2661400;1270100;4309;Klingnau;6
CH;261;Zürich;826;669700;263500;2669700;1263500;4318;Schneisingen;4
CH;261;Zürich;551;670900;266500;2670900;1266500;4319;Siglistorf;4
CH;T_6421;La Chaux-de-Fonds – Le Locle (CH);1416;558700;221200;2558700;1221200;435;La Ferrière;4
CH;371;Biel/Bienne;2159;583000;223300;2583000;1223300;438;Orvin;4
CH;4401;Arbon – Rorschach;601;750000;264300;2750000;1264300;4401;Arbon;1
CH;371;Biel/Bienne;702;592600;226400;2592600;1226400;442;Romont (BE);4
CH;4401;Arbon – Rorschach;172;752500;262400;2752500;1262400;4421;Horn;2
CH;3203;St. Gallen;1203;747400;262800;2747400;1262800;4431;Roggwil (TG);4
CH;4436;Amriswil – Romanshorn;873;745900;270100;2745900;1270100;4436;Romanshorn;1
CH;4436;Amriswil – Romanshorn;271;745400;269000;2745400;1269000;4441;Salmsach;2
CH;4436;Amriswil – Romanshorn;1902;740000;267700;2740000;1267700;4461;Amriswil;1
CH;371;Biel/Bienne;1346;588500;226400;2588500;1226400;449;Sauge;4
CH;371;Biel/Bienne;2378;585700;227000;2585700;1227000;450;Péry-La Heutte;4
CH;4566;Frauenfeld;2735;709600;268400;2709600;1268400;4566;Frauenfeld;1
CH;T_4671;Kreuzlingen (CH);241;732800;278000;2732800;1278000;4643;Bottighofen;2
CH;T_4671;Kreuzlingen (CH);1150;730100;278800;2730100;1278800;4671;Kreuzlingen;1
CH;3425;Wil (SG);622;715500;258300;2715500;1258300;4724;Eschlikon;2
CH;3425;Wil (SG);781;717500;259800;2717500;1259800;4746;Münchwilen (TG);2
CH;3425;Wil (SG);158;721600;256600;2721600;1256600;4751;Rickenbach (TG);2
CH;3425;Wil (SG);1238;718800;256600;2718800;1256600;4761;Sirnach;1
CH;3425;Wil (SG);225;720300;256900;2720300;1256900;4786;Wilen (TG);2
CH;94946;Weinfelden;1548;725700;269800;2725700;1269800;4946;Weinfelden;6
CH;261;Zürich;653;676400;239000;2676400;1239000;5;Hedingen;3
CH;5002;Bellinzona;2139;723900;119200;2723900;1119200;5001;Arbedo-Castione;2
CH;5002;Bellinzona;16420;722400;116800;2722400;1116800;5002;Bellinzona;1
CH;5002;Bellinzona;1010;725500;121200;2725500;1121200;5010;Lumino;4
CH;5002;Bellinzona;655;719000;112500;2719000;1112500;5017;Sant'Antonino;4
CH;T_5113;Locarno (CH);495;702900;112400;2702900;1112400;5091;Ascona;2
CH;T_5113;Locarno (CH);382;706300;115600;2706300;1115600;5096;Brione sopra Minusio;2
CH;261;Zürich;431;683600;262000;2683600;1262000;51;Bachenbülach;3
CH;T_5113;Locarno (CH);771;708100;121500;2708100;1121500;5102;Corippo;4
CH;T_5113;Locarno (CH);695;710000;115500;2710000;1115500;5108;Gordola;4
CH;T_5113;Locarno (CH);1869;704700;113800;2704700;1113800;5113;Locarno;1
CH;T_5113;Locarno (CH);926;702200;113500;2702200;1113500;5115;Losone;2
CH;T_5113;Locarno (CH);1217;708700;118500;2708700;1118500;5117;Mergoscia;4
CH;T_5113;Locarno (CH);586;706300;115000;2706300;1115000;5118;Minusio;2
CH;T_5113;Locarno (CH);59;705600;114500;2705600;1114500;5120;Muralto;2
CH;T_5113;Locarno (CH);194;705200;115200;2705200;1115200;5121;Orselina;2
CH;T_5113;Locarno (CH);500;699500;111100;2699500;1111100;5125;Ronco sopra Ascona;4
CH;T_5113;Locarno (CH);369;708800;115300;2708800;1115300;5131;Tenero-Contra;4
CH;T_5192;Lugano (CH);249;713100;95000;2713100;1095000;5141;Agno;2
CH;T_5192;Lugano (CH);259;710900;97200;2710900;1097200;5143;Aranno;4
CH;T_5192;Lugano (CH);849;720100;91000;2720100;1091000;5144;Arogno;4
CH;T_5192;Lugano (CH);380;706700;96600;2706700;1096600;5146;Astano;4
CH;T_5192;Lugano (CH);187;714500;101000;2714500;1101000;5148;Bedano;2
CH;T_5192;Lugano (CH);257;708700;95500;2708700;1095500;5149;Bedigliora;4
CH;T_5192;Lugano (CH);641;713800;96800;2713800;1096800;5151;Bioggio;2
CH;T_5192;Lugano (CH);185;718400;90200;2718400;1090200;5154;Bissone;4
CH;T_5250;Chiasso – Mendrisio (CH);412;716400;87400;2716400;1087400;5160;Brusino Arsizio;4
CH;T_5192;Lugano (CH);396;712700;97700;2712700;1097700;5161;Cademario;4
CH;T_5192;Lugano (CH);76;715900;99100;2715900;1099100;5162;Cadempino;2
CH;T_5192;Lugano (CH);128;718300;99300;2718300;1099300;5167;Canobbio;2
CH;T_5192;Lugano (CH);279;711800;92300;2711800;1092300;5171;Caslano;2
CH;T_5192;Lugano (CH);206;717400;99400;2717400;1099400;5176;Comano;2
CH;T_5192;Lugano (CH);439;708400;94400;2708400;1094400;5178;Croglio;4
CH;T_5192;Lugano (CH);106;716600;99500;2716600;1099500;5180;Cureglia;2
CH;T_5192;Lugano (CH);275;710400;95500;2710400;1095500;5181;Curio;4
CH;T_5192;Lugano (CH);61;715500;91800;2715500;1091800;5186;Grancia;2
CH;T_5192;Lugano (CH);71;714400;100000;2714400;1100000;5187;Gravesano;2
CH;T_5192;Lugano (CH);186;715700;100400;2715700;1100400;5189;Lamone;2
CH;T_5192;Lugano (CH);7585;717100;95900;2717100;1095900;5192;Lugano;1
CH;T_5192;Lugano (CH);110;712400;93500;2712400;1093500;5193;Magliaso;2
CH;T_5192;Lugano (CH);237;714600;99200;2714600;1099200;5194;Manno;2
CH;T_5192;Lugano (CH);99;718800;88200;2718800;1088200;5195;Maroggia;4
CH;T_5192;Lugano (CH);74;716400;96900;2716400;1096900;5196;Massagno;2
CH;T_5192;Lugano (CH);456;720100;86500;2720100;1086500;5197;Melano;4
CH;T_5192;Lugano (CH);166;716900;90300;2716900;1090300;5198;Melide;4
CH;T_5192;Lugano (CH);1113;714400;105400;2714400;1105400;5199;Mezzovico-Vira;4
CH;261;Zürich;903;689800;255500;2689800;1255500;52;Bassersdorf;2
CH;T_5192;Lugano (CH);510;709900;98000;2709900;1098000;5200;Miglieglia;4
CH;T_5192;Lugano (CH);336;706000;94400;2706000;1094400;5202;Monteggio;4
CH;T_5192;Lugano (CH);279;714000;87300;2714000;1087300;5203;Morcote;4
CH;T_5192;Lugano (CH);155;715000;95100;2715000;1095100;5205;Muzzano;2
CH;T_5192;Lugano (CH);89;711600;93900;2711600;1093900;5206;Neggio;2
CH;T_5192;Lugano (CH);434;709700;96400;2709700;1096400;5207;Novaggio;4
CH;T_5192;Lugano (CH);208;716500;101400;2716500;1101400;5208;Origlio;4
CH;T_5192;Lugano (CH);89;716700;94400;2716700;1094400;5210;Paradiso;2
CH;T_5192;Lugano (CH);617;717000;102300;2717000;1102300;5212;Ponte Capriasca;4
CH;T_5192;Lugano (CH);42;710100;91800;2710100;1091800;5213;Ponte Tresa;3
CH;T_5192;Lugano (CH);156;717300;98500;2717300;1098500;5214;Porza;2
CH;T_5192;Lugano (CH);304;710900;93600;2710900;1093600;5216;Pura;2
CH;T_5192;Lugano (CH);560;720200;88000;2720200;1088000;5219;Rovio;4
CH;T_5192;Lugano (CH);74;717000;97800;2717000;1097800;5221;Savosa;2
CH;T_5192;Lugano (CH);287;706900;95200;2706900;1095200;5222;Sessa;4
CH;T_5192;Lugano (CH);85;715900;95000;2715900;1095000;5225;Sorengo;2
CH;T_5192;Lugano (CH);3638;718200;102900;2718200;1102900;5226;Capriasca;4
CH;T_5192;Lugano (CH);525;715500;102600;2715500;1102600;5227;Torricella-Taverne;2
CH;T_5192;Lugano (CH);151;712100;94700;2712100;1094700;5230;Vernate;2
CH;T_5192;Lugano (CH);139;716100;97900;2716100;1097900;5231;Vezia;2
CH;T_5192;Lugano (CH);197;715000;87600;2715000;1087600;5233;Vico Morcote;4
CH;T_5192;Lugano (CH);614;714600;93400;2714600;1093400;5236;Collina d'Oro;2
CH;T_5192;Lugano (CH);2206;713200;100700;2713200;1100700;5237;Alto Malcantone;4
CH;T_5192;Lugano (CH);3608;714600;108500;2714600;1108500;5238;Monteceneri;4
CH;T_5250;Chiasso – Mendrisio (CH);253;721800;78700;2721800;1078700;5242;Balerna;2
CH;T_5250;Chiasso – Mendrisio (CH);1184;721900;80200;2721900;1080200;5249;Castel San Pietro;2
CH;T_5250;Chiasso – Mendrisio (CH);535;723400;77200;2723400;1077200;5250;Chiasso;2
CH;T_5250;Chiasso – Mendrisio (CH);246;720300;79200;2720300;1079200;5251;Coldrerio;2
CH;T_5250;Chiasso – Mendrisio (CH);3177;720000;81000;2720000;1081000;5254;Mendrisio;1
CH;T_5250;Chiasso – Mendrisio (CH);226;722600;79200;2722600;1079200;5257;Morbio Inferiore;2
CH;T_5250;Chiasso – Mendrisio (CH);523;719900;77800;2719900;1077800;5260;Novazzano;2
CH;T_5250;Chiasso – Mendrisio (CH);605;718800;85000;2718800;1085000;5263;Riva San Vitale;2
CH;T_5250;Chiasso – Mendrisio (CH);615;716500;78800;2716500;1078800;5266;Stabio;4
CH;T_5250;Chiasso – Mendrisio (CH);163;724000;78600;2724000;1078600;5268;Vacallo;2
CH;T_5250;Chiasso – Mendrisio (CH);2548;722900;80100;2722900;1080100;5269;Breggia;4
CH;261;Zürich;1609;683000;263700;2683000;1263700;53;Bülach;3
CH;T_5113;Locarno (CH);11115;697900;122500;2697900;1122500;5317;Maggia;4
CH;T_5113;Locarno (CH);2732;700700;120400;2700700;1120400;5324;Avegno Gordevio;4
CH;351;Bern;216;601300;209300;2601300;1209300;535;Deisswil bei Münchenbuchsee;4
CH;351;Bern;286;599200;207500;2599200;1207500;536;Diemerswil;4
CH;351;Bern;3191;606500;215000;2606500;1215000;538;Fraubrunnen;4
CH;T_5113;Locarno (CH);1159;699800;115800;2699800;1115800;5396;Terre di Pedemonte;4
CH;T_5113;Locarno (CH);5339;697400;114800;2697400;1114800;5397;Centovalli;4
CH;261;Zürich;425;689000;253400;2689000;1253400;54;Dietlikon;2
CH;351;Bern;1349;605100;210800;2605100;1210800;540;Jegenstorf;4
CH;95401;Aigle;1641;563600;129700;2563600;1129700;5401;Aigle;6
CH;351;Bern;506;603100;212500;2603100;1212500;541;Iffwil;4
CH;5890;Vevey – Montreux;3198;560600;138600;2560600;1138600;5414;Villeneuve (VD);4
CH;5586;Lausanne;1288;522500;156200;2522500;1156200;5421;Apples;4
CH;5586;Lausanne;845;518400;156500;2518400;1156500;5423;Ballens;4
CH;T_6621;Genève (CH);945;509400;149900;2509400;1149900;5429;Longirod;4
CH;351;Bern;379;605700;208800;2605700;1208800;543;Mattstetten;4
CH;T_6621;Genève (CH);1198;508500;149200;2508500;1149200;5430;Marchissy;4
CH;5586;Lausanne;1099;517100;159000;2517100;1159000;5431;Mollens (VD);4
CH;T_6621;Genève (CH);1232;509600;152100;2509600;1152100;5434;Saint-George;4
